team,rpi,year
St. John's,0.5432,1997
Evansville,0.5418,1997
Butler,0.5392,1997
Miami-Florida,0.5381,1997
Old Dominion,0.5372,1997
UAB,0.5358,1997
St. Mary's,0.5342,1997
Ohio,0.5332,1997
Baylor,0.5329,1997
Utah St,0.5318,1997
East Carolina,0.5313,1997
UTEP,0.5313,1997
Auburn,0.531,1997
Georgia Tech,0.529,1997
Iona,0.528,1997
Marshall,0.5279,1997
St. Bonaventure,0.527,1997
Northern Ariz,0.5266,1997
Bradley,0.525,1997
Santa Clara,0.5243,1997
Fairleigh Dickinson,0.5242,1997
Ball State,0.524,1997
UNC Asheville,0.5236,1997
Davidson,0.5218,1997
Kansas St,0.5206,1997
UNC Wilmington,0.5203,1997
LSU,0.5185,1997
Dartmouth,0.5178,1997
SMU,0.5172,1997
Liberty,0.5167,1997
Monmouth,0.5162,1997
Mississippi St,0.516,1997
Virginia Tech,0.5137,1997
San Jose St,0.5133,1997
Rutgers,0.513,1997
Western Ill,0.5129,1997
Montana,0.5117,1997
Rice,0.5117,1997
Canisius,0.5114,1997
Hartford,0.5105,1997
James Madison,0.5105,1997
Harvard,0.5103,1997
VCU,0.5081,1997
Ohio State,0.5068,1997
Chattanooga,0.5056,1997
Penn State,0.5051,1997
Buffalo,0.505,1997
Wichita St,0.5036,1997
Tennessee,0.5034,1997
Coppin St,0.502,1997
Creighton,0.5019,1997
Southern Miss,0.5018,1997
Ark-Little Rock,0.5012,1997
Southern Ill,0.5011,1997
Texas A&M,0.5009,1997
Seton Hall,0.4989,1997
Western Mich,0.4989,1997
San Diego,0.4986,1997
La Tech,0.4973,1997
Weber St,0.4971,1997
Charleston So,0.4969,1997
Boise St,0.4968,1997
Houston,0.4958,1997
Washington St,0.495,1997
Delaware,0.4942,1997
Illinois-Chi,0.4938,1997
Detroit,0.4935,1997
Pennsylvania,0.4927,1997
San Francisco,0.4925,1997
Navy,0.4924,1997
Wyoming,0.4922,1997
Troy St,0.4921,1997
Middle Tenn St,0.4917,1997
Florida,0.4914,1997
Indiana St,0.4902,1997
Arkansas St,0.4901,1997
Wis-Green Bay,0.4899,1997
NE Illinois,0.4897,1997
Appalachian St,0.489,1997
Murray St,0.4888,1997
Richmond,0.4884,1997
Cornell,0.488,1997
Lamar,0.488,1997
Toledo,0.4879,1997
St. Louis,0.4872,1997
Dayton,0.4863,1997
Duquesne,0.4861,1997
Mt St. Mary's,0.4844,1997
Western Ky,0.4836,1997
La Salle,0.4825,1997
Long Beach,0.4814,1997
Florida Intl,0.4803,1997
LA-Monroe,0.479,1997
McNeese St,0.478,1997
SW Texas St,0.477,1997
Montana St,0.4769,1997
Radford,0.4764,1997
Gonzaga,0.4738,1997
LA-Lafayette,0.4731,1997
William & Mary,0.4726,1997
Rider,0.4717,1997
Miss Valley St,0.4699,1997
American,0.4698,1997
Loyola-Maryland,0.4696,1997
Arizona St,0.4684,1997
CS-Northridge,0.4671,1997
Bucknell,0.467,1997
Oregon St,0.466,1997
Hofstra,0.4657,1997
Idaho,0.4653,1997
Vermont,0.4645,1997
San Diego St,0.4637,1997
Austin Peay,0.4628,1997
Fullerton St,0.4611,1997
The Citadel,0.4598,1997
Kent,0.4597,1997
Northwestern,0.459,1997
Western Car,0.4588,1997
St. Peter's,0.4585,1997
Colgate,0.4572,1997
Northern Ill,0.4564,1997
South Carolina St,0.4561,1997
UC Santa Barbara,0.4553,1997
VMI,0.4552,1997
South Florida,0.4549,1997
Southern Utah,0.4546,1997
Jackson St,0.4526,1997
Maine,0.4511,1997
Florida Atl,0.4505,1997
Niagara,0.4502,1997
Towson,0.4501,1997
Cal Poly,0.4499,1997
St. Francis-PA,0.4496,1997
George Mason,0.4485,1997
Tennessee Tech,0.4479,1997
SE Missouri St,0.4476,1997
Samford,0.4469,1997
Northwestern St,0.4463,1997
Coastal Carolina,0.4463,1997
New Hampshire,0.446,1997
North Texas,0.4459,1997
Akron,0.4441,1997
Missouri-KC,0.4441,1997
DePaul,0.4434,1997
North Carolina A&T,0.4412,1997
Fairfield,0.4404,1997
Stephen F. Austin,0.4399,1997
Idaho St,0.4397,1997
UNC Greensboro,0.4395,1997
Manhattan,0.4392,1997
Cleveland St,0.4389,1997
Wagner,0.4356,1997
Fordham,0.4349,1997
TX-Arlington,0.4348,1997
Tennessee St,0.434,1997
Yale,0.4329,1997
St. Francis-NY,0.4327,1997
Nicholls St,0.4327,1997
Portland,0.4324,1997
Siena,0.4322,1997
Alcorn St,0.4317,1997
Campbell,0.4311,1997
Air Force,0.4303,1997
Winthrop,0.4296,1997
Wis-Milwaukee,0.4269,1997
Eastern Ill,0.4267,1997
Loyola-Marymnt,0.4266,1997
Drake,0.4257,1997
Tenn-Martin,0.4252,1997
Texas Southern,0.4245,1997
Northeastern,0.4244,1997
Sam Houston,0.4228,1997
BYU,0.4219,1997
Furman,0.4218,1997
Loyola-Chicago,0.4214,1997
Pepperdine,0.421,1997
Central Conn,0.4194,1997
Wright St,0.4186,1997
Lafayette,0.4184,1997
Brown,0.4183,1997
Bethune-Cookman,0.418,1997
Centenary,0.4149,1997
Morgan St,0.4148,1997
Jacksonville St,0.4126,1997
Georgia So,0.4117,1997
Central Mich,0.4115,1997
Eastern Wash,0.4104,1997
Jacksonville,0.4098,1997
Sacramento St,0.4092,1997
Eastern Ky,0.409,1997
Prairie View A&M,0.4081,1997
Chicago St,0.408,1997
MD-East Shore,0.4072,1997
East Tenn St,0.4069,1997
Youngstown St,0.4067,1997
Grambling,0.4052,1997
Alabama St,0.4049,1997
Columbia,0.4043,1997
Florida A&M,0.4041,1997
Georgia St,0.4015,1997
Morehead St,0.3995,1997
Army,0.3991,1997
Robert Morris,0.3985,1997
Marist,0.3983,1997
Hampton,0.3977,1997
Howard,0.3974,1997
Delaware St,0.3969,1997
Stetson,0.3967,1997
TX-San Antonio,0.3961,1997
Holy Cross,0.3951,1997
MD-Baltimore Co,0.3853,1997
Southern U,0.3827,1997
SE Louisiana,0.3824,1997
UC Irvine,0.3753,1997
Wofford,0.3748,1997
TX-Pan American,0.3748,1997
Central Florida,0.3741,1997
Lehigh,0.3512,1997
Mercer,0.3287,1997
North Carolina,0.6769,1998
Duke,0.6687,1998
Kentucky,0.6608,1998
Kansas,0.6586,1998
UConn,0.6543,1998
Arizona,0.6517,1998
Maryland,0.6387,1998
Purdue,0.6345,1998
South Carolina,0.6327,1998
Stanford,0.6325,1998
Michigan,0.6276,1998
Mississippi,0.6217,1998
UCLA,0.6178,1998
New Mexico,0.6157,1998
Michigan St,0.6139,1998
Cincinnati,0.6137,1998
Syracuse,0.6135,1998
Arkansas,0.6069,1998
TCU,0.6065,1998
UMass,0.6027,1998
Princeton,0.6005,1998
Rhode Island,0.5984,1998
Xavier,0.5982,1998
Tennessee,0.598,1998
Indiana,0.5974,1998
Temple,0.5974,1998
Illinois,0.5968,1998
Clemson,0.5963,1998
Illinois-Chi,0.5961,1998
Utah,0.5958,1998
UNC Charlotte,0.5953,1998
St. John's,0.5936,1998
Illinois St,0.5919,1998
George Wash,0.5894,1998
Wake Forest,0.5874,1998
Oklahoma St,0.5872,1998
Nebraska,0.5848,1998
Detroit,0.5844,1998
Florida St,0.5822,1998
Iona,0.5772,1998
Washington,0.5759,1998
UNLV,0.5732,1998
Murray St,0.573,1998
Vanderbilt,0.5729,1998
Hawaii,0.5727,1998
West Virginia,0.5717,1998
St. Louis,0.5703,1998
Utah St,0.57,1998
Miami-Florida,0.5697,1998
Butler,0.5687,1998
Oklahoma,0.5665,1998
Wyoming,0.5661,1998
Missouri,0.5651,1998
Georgia,0.5635,1998
North Carolina St,0.56,1998
Arizona St,0.56,1998
South Alabama,0.56,1998
Western Mich,0.5595,1998
Dayton,0.5594,1998
Eastern Mich,0.5588,1998
UAB,0.5586,1998
Georgia Tech,0.558,1998
Auburn,0.5577,1998
Colorado St,0.5577,1998
Southern Miss,0.5577,1998
Memphis,0.5569,1998
Marquette,0.5542,1998
Gonzaga,0.5534,1998
Richmond,0.5524,1998
Ball State,0.5511,1998
Florida,0.5511,1998
Rutgers,0.55,1998
Iowa,0.5493,1998
Kansas St,0.5489,1998
UNC Wilmington,0.5474,1998
Fresno St,0.5466,1998
Providence,0.5454,1998
Pacific,0.5437,1998
Minnesota,0.5437,1998
Santa Clara,0.5433,1998
Coll of Charleston,0.5427,1998
Creighton,0.5401,1998
Valparaiso,0.5398,1998
Arkansas St,0.5394,1998
Villanova,0.5381,1998
Alabama,0.538,1998
Florida Intl,0.5375,1998
Long Island,0.5371,1998
Louisville,0.5361,1998
Boston U,0.536,1998
Virginia,0.5358,1998
Baylor,0.5349,1998
Seton Hall,0.5349,1998
Davidson,0.5341,1998
Notre Dame,0.5332,1998
Fairleigh Dickinson,0.5332,1998
Wis-Green Bay,0.533,1998
Tulsa,0.5324,1998
San Francisco,0.5315,1998
Delaware,0.5309,1998
Texas Tech,0.5305,1998
SMU,0.5285,1998
Wisconsin,0.5273,1998
William & Mary,0.5268,1998
Coppin St,0.5255,1998
Rider,0.5248,1998
Appalachian St,0.5248,1998
South Carolina St,0.5246,1998
Oregon,0.5243,1998
St. Bonaventure,0.5237,1998
Texas,0.5232,1998
Indiana St,0.5223,1998
Miami-Ohio,0.522,1998
Colorado,0.5218,1998
Pepperdine,0.521,1998
SW Missouri St,0.5203,1998
Georgetown,0.5198,1998
Mississippi St,0.5193,1998
Boston College,0.5186,1998
South Florida,0.5182,1998
Siena,0.518,1998
Penn State,0.5177,1998
Wichita St,0.5176,1998
Pennsylvania,0.5159,1998
Cleveland St,0.5158,1998
Niagara,0.5146,1998
California,0.5143,1998
Iowa State,0.5134,1998
Pittsburgh,0.5131,1998
Northern Ariz,0.5125,1998
Nevada,0.5124,1998
LA-Lafayette,0.5121,1998
UNC Asheville,0.5114,1998
St. Joseph's,0.5094,1998
Akron,0.5091,1998
Canisius,0.5084,1998
Middle Tenn St,0.5079,1998
Bradley,0.5076,1998
Youngstown St,0.5052,1998
Hofstra,0.5033,1998
Virginia Tech,0.5025,1998
Idaho,0.502,1998
Lafayette,0.5015,1998
Nicholls St,0.5012,1998
Duquesne,0.5002,1998
Toledo,0.4999,1998
Montana St,0.4994,1998
Oral Roberts,0.499,1998
New Mexico St,0.4986,1998
UTEP,0.4986,1998
Eastern Ill,0.4974,1998
Weber St,0.4946,1998
New Orleans,0.4932,1998
SW Texas St,0.4932,1998
Hartford,0.4928,1998
Southern Ill,0.4927,1998
Drexel,0.4925,1998
Ark-Little Rock,0.4914,1998
Austin Peay,0.4913,1998
San Diego St,0.4912,1998
LSU,0.4898,1998
Loyola-Chicago,0.489,1998
Boise St,0.4889,1998
Manhattan,0.4879,1998
Eastern Wash,0.4873,1998
San Diego,0.4871,1998
BYU,0.4868,1998
Central Florida,0.4855,1998
Loyola-Maryland,0.4831,1998
St. Francis-PA,0.4831,1998
Navy,0.4814,1998
Old Dominion,0.4812,1998
Fairfield,0.4808,1998
Wright St,0.48,1998
La Tech,0.4799,1998
La Salle,0.4798,1998
Vermont,0.4797,1998
Lamar,0.4797,1998
Southern Cal,0.4795,1998
Western Ill,0.479,1998
Radford,0.4783,1998
Ohio State,0.4773,1998
Oregon St,0.4772,1998
Washington St,0.4758,1998
LA-Monroe,0.4757,1998
St. Francis-NY,0.4755,1998
Portland,0.4755,1998
Northeastern,0.4754,1998
Evansville,0.4743,1998
Northwestern,0.4717,1998
Montana,0.4699,1998
DePaul,0.4696,1998
Buffalo,0.4685,1998
St. Mary's,0.468,1998
Georgia St,0.4658,1998
Tennessee St,0.4653,1998
James Madison,0.4645,1998
SE Missouri St,0.4635,1998
Mt St. Mary's,0.4618,1998
Rice,0.4615,1998
Marist,0.4603,1998
Air Force,0.4601,1998
Fullerton St,0.46,1998
Bowling Green,0.4599,1998
Western Ky,0.4597,1998
Kent,0.4595,1998
George Mason,0.4593,1998
Chattanooga,0.4582,1998
Harvard,0.4581,1998
Eastern Ky,0.4572,1998
Marshall,0.4568,1998
American,0.4563,1998
Hampton,0.4556,1998
Texas Southern,0.4537,1998
TX-San Antonio,0.4527,1998
Morgan St,0.4525,1998
Yale,0.452,1998
East Carolina,0.4515,1998
Fordham,0.4506,1998
Bucknell,0.4499,1998
The Citadel,0.4494,1998
Tulane,0.4492,1998
VMI,0.4475,1998
Northern Iowa,0.4465,1998
Houston,0.4465,1998
Samford,0.4446,1998
Jackson St,0.4444,1998
Cal Poly,0.4438,1998
UNC Greensboro,0.4431,1998
Grambling,0.443,1998
New Hampshire,0.4421,1998
Northwestern St,0.4421,1998
North Texas,0.4417,1998
Northern Ill,0.4407,1998
Texas A&M,0.4406,1998
Wagner,0.4396,1998
Stetson,0.439,1998
Columbia,0.4376,1998
Towson,0.4375,1998
TX-Arlington,0.437,1998
CS-Northridge,0.4354,1998
UC Irvine,0.4354,1998
St. Peter's,0.4346,1998
Wis-Milwaukee,0.4345,1998
VCU,0.433,1998
Colgate,0.4324,1998
Western Car,0.4299,1998
Jacksonville,0.4283,1998
Long Beach,0.427,1998
Stephen F. Austin,0.4269,1998
Ohio,0.4262,1998
San Jose St,0.4235,1998
Central Mich,0.4219,1998
MD-Baltimore Co,0.4206,1998
Loyola-Marymnt,0.4198,1998
Cornell,0.4198,1998
TX-Pan American,0.4195,1998
Maine,0.4173,1998
Florida Atl,0.4165,1998
Missouri-KC,0.416,1998
Centenary,0.4156,1998
Prairie View A&M,0.4155,1998
Sam Houston,0.4154,1998
Lehigh,0.4147,1998
Florida A&M,0.4146,1998
East Tenn St,0.4134,1998
Campbell,0.413,1998
Alcorn St,0.4123,1998
Norfolk St,0.4122,1998
Tennessee Tech,0.4102,1998
Dartmouth,0.4095,1998
UC Santa Barbara,0.4064,1998
Wofford,0.406,1998
Georgia So,0.4045,1998
Jacksonville St,0.404,1998
MD-East Shore,0.4032,1998
Brown,0.4031,1998
Tenn-Martin,0.4017,1998
Delaware St,0.4009,1998
North Carolina A&T,0.3999,1998
Southern U,0.3999,1998
Liberty,0.3981,1998
Robert Morris,0.3925,1998
Army,0.3905,1998
McNeese St,0.3902,1998
Monmouth,0.39,1998
Southern Utah,0.3898,1998
Alabama St,0.3896,1998
Idaho St,0.3888,1998
Furman,0.3874,1998
Holy Cross,0.3838,1998
Drake,0.3825,1998
Howard,0.3823,1998
Central Conn,0.3813,1998
Winthrop,0.3808,1998
Morehead St,0.3793,1998
Miss Valley St,0.3752,1998
Troy St,0.3751,1998
NE Illinois,0.3702,1998
Coastal Carolina,0.3695,1998
Charleston So,0.3562,1998
SE Louisiana,0.3548,1998
Chicago St,0.3525,1998
Mercer,0.3503,1998
Bethune-Cookman,0.3472,1998
Sacramento St,0.3418,1998
Duke,0.6934,1999
Michigan St,0.6666,1999
UConn,0.6568,1999
Maryland,0.6477,1999
Stanford,0.6452,1999
Auburn,0.634,1999
North Carolina,0.6335,1999
St. John's,0.6285,1999
Cincinnati,0.6279,1999
Kentucky,0.6279,1999
Miami-Florida,0.6266,1999
Iowa,0.6143,1999
Arizona,0.6121,1999
Wisconsin,0.612,1999
Kansas,0.6112,1999
Indiana,0.6085,1999
UCLA,0.6059,1999
Utah,0.6055,1999
UNC Charlotte,0.6053,1999
Ohio State,0.602,1999
Miami-Ohio,0.5962,1999
Louisville,0.5946,1999
Kent,0.5917,1999
Minnesota,0.5906,1999
Purdue,0.5906,1999
Tennessee,0.5906,1999
Washington,0.5882,1999
Arkansas,0.5873,1999
Tulsa,0.5859,1999
Temple,0.5854,1999
Missouri,0.5823,1999
Florida,0.5816,1999
Coll of Charleston,0.5805,1999
Creighton,0.5803,1999
SW Missouri St,0.5784,1999
Villanova,0.5781,1999
Siena,0.576,1999
George Wash,0.5758,1999
Syracuse,0.5747,1999
Oregon,0.5727,1999
TCU,0.5703,1999
Gonzaga,0.5697,1999
Rutgers,0.5686,1999
Evansville,0.5679,1999
Texas,0.5664,1999
DePaul,0.5662,1999
Nebraska,0.5661,1999
UAB,0.566,1999
Oklahoma,0.5648,1999
Mississippi,0.5643,1999
Detroit,0.5642,1999
Pennsylvania,0.5633,1999
Oklahoma St,0.5632,1999
Florida St,0.5613,1999
Delaware,0.5612,1999
North Carolina St,0.5612,1999
Georgia Tech,0.5584,1999
Weber St,0.5584,1999
California,0.5578,1999
Wake Forest,0.5569,1999
Illinois,0.5568,1999
Toledo,0.5568,1999
Alabama,0.5554,1999
Bradley,0.554,1999
Butler,0.5535,1999
Murray St,0.553,1999
Kansas St,0.5529,1999
Georgia,0.5529,1999
Rhode Island,0.5528,1999
Xavier,0.5525,1999
Fresno St,0.5521,1999
Bowling Green,0.5515,1999
Ohio,0.5512,1999
New Mexico,0.5509,1999
New Mexico St,0.5509,1999
UNLV,0.5494,1999
Hofstra,0.5494,1999
Northwestern,0.5493,1999
Wyoming,0.5487,1999
Samford,0.5482,1999
Southern Cal,0.5478,1999
Southern Ill,0.5473,1999
Providence,0.547,1999
Michigan,0.5449,1999
Penn State,0.5448,1999
Appalachian St,0.5437,1999
Rice,0.5433,1999
Seton Hall,0.5428,1999
St. Louis,0.5415,1999
Old Dominion,0.5412,1999
Princeton,0.5396,1999
Mississippi St,0.5393,1999
Virginia,0.5392,1999
Georgetown,0.5365,1999
Colorado St,0.5362,1999
Illinois St,0.5355,1999
Drexel,0.534,1999
Clemson,0.5336,1999
Akron,0.5335,1999
Lafayette,0.5333,1999
Central Florida,0.5319,1999
Arizona St,0.5319,1999
UTEP,0.5314,1999
Indiana St,0.5307,1999
Pepperdine,0.5304,1999
Boise St,0.529,1999
George Mason,0.5283,1999
UMass,0.5267,1999
Vanderbilt,0.5266,1999
SMU,0.5265,1999
Colorado,0.5264,1999
Iowa State,0.5254,1999
St. Francis-NY,0.5242,1999
SE Missouri St,0.5236,1999
MD-Baltimore Co,0.5236,1999
Alcorn St,0.5222,1999
Ball State,0.5208,1999
Notre Dame,0.5203,1999
Pittsburgh,0.5199,1999
Iona,0.5192,1999
Navy,0.519,1999
LSU,0.5181,1999
Wis-Green Bay,0.5176,1999
Memphis,0.5172,1999
Maine,0.5166,1999
Northern Ariz,0.5163,1999
San Diego,0.515,1999
Niagara,0.515,1999
Marquette,0.5123,1999
South Florida,0.5119,1999
Oregon St,0.5117,1999
Marshall,0.5112,1999
Arkansas St,0.5101,1999
Valparaiso,0.5077,1999
Southern Miss,0.507,1999
Marist,0.5045,1999
SW Texas St,0.5039,1999
Washington St,0.5038,1999
BYU,0.5036,1999
Tulane,0.5022,1999
St. Joseph's,0.5015,1999
Chattanooga,0.5003,1999
South Carolina,0.5001,1999
Oral Roberts,0.4998,1999
Western Ky,0.4997,1999
Davidson,0.4997,1999
Santa Clara,0.4996,1999
La Tech,0.4996,1999
Southern U,0.4993,1999
St. Peter's,0.4992,1999
Idaho,0.4982,1999
Western Mich,0.4953,1999
Winthrop,0.4952,1999
Texas A&M,0.4949,1999
CS-Northridge,0.4948,1999
Texas Tech,0.4944,1999
Dayton,0.4933,1999
Canisius,0.4931,1999
Fairfield,0.4928,1999
TX-San Antonio,0.4927,1999
Wichita St,0.4917,1999
Florida Intl,0.4915,1999
West Virginia,0.4914,1999
Montana St,0.4909,1999
Richmond,0.4909,1999
St. Bonaventure,0.4908,1999
Houston,0.4903,1999
Cleveland St,0.4901,1999
Utah St,0.4899,1999
Northern Iowa,0.4898,1999
Mt St. Mary's,0.4892,1999
La Salle,0.488,1999
Drake,0.4868,1999
Georgia St,0.4868,1999
Colgate,0.4853,1999
East Tenn St,0.4845,1999
Portland St,0.4833,1999
James Madison,0.4832,1999
Air Force,0.4816,1999
San Francisco,0.4815,1999
Central Conn,0.4812,1999
Coppin St,0.48,1999
Loyola-Maryland,0.4799,1999
Western Ill,0.4793,1999
Rider,0.4788,1999
LA-Lafayette,0.4784,1999
South Carolina St,0.4782,1999
Radford,0.4777,1999
UNC Wilmington,0.4769,1999
UC Santa Barbara,0.4766,1999
LA-Monroe,0.4758,1999
Centenary,0.475,1999
Virginia Tech,0.4748,1999
VCU,0.4747,1999
Robert Morris,0.4738,1999
Loyola-Marymnt,0.4737,1999
New Orleans,0.4735,1999
Youngstown St,0.4725,1999
Long Beach,0.4716,1999
Bucknell,0.4706,1999
Fordham,0.4706,1999
Dartmouth,0.4692,1999
South Alabama,0.4692,1999
East Carolina,0.4678,1999
Jackson St,0.4675,1999
Hartford,0.467,1999
St. Mary's,0.4661,1999
Fairleigh Dickinson,0.4653,1999
San Jose St,0.4615,1999
VMI,0.4599,1999
Boston College,0.4598,1999
Pacific,0.4597,1999
McNeese St,0.457,1999
Nicholls St,0.4543,1999
Hawaii,0.4534,1999
Lamar,0.4526,1999
Eastern Ill,0.4522,1999
Central Mich,0.4521,1999
Morgan St,0.4514,1999
Eastern Mich,0.4509,1999
Fullerton St,0.4506,1999
Norfolk St,0.4492,1999
Miss Valley St,0.4475,1999
Northeastern,0.4472,1999
Morehead St,0.4471,1999
Bethune-Cookman,0.4469,1999
Loyola-Chicago,0.4468,1999
Long Island,0.4468,1999
Stetson,0.4454,1999
Vermont,0.4454,1999
Middle Tenn St,0.4451,1999
Furman,0.445,1999
Montana,0.4445,1999
Austin Peay,0.4439,1999
Ark-Little Rock,0.4437,1999
Eastern Wash,0.4425,1999
Harvard,0.4422,1999
Southern Utah,0.4414,1999
North Carolina A&T,0.4403,1999
Wofford,0.4402,1999
Boston U,0.4381,1999
Illinois-Chi,0.4369,1999
Tennessee St,0.4364,1999
Jacksonville,0.4357,1999
Tennessee Tech,0.4347,1999
Wagner,0.4347,1999
Portland,0.4346,1999
Cornell,0.4342,1999
Cal Poly,0.4292,1999
Baylor,0.4292,1999
Northwestern St,0.4289,1999
Quinnipiac,0.4281,1999
St. Francis-PA,0.4281,1999
Charleston So,0.4275,1999
North Texas,0.4271,1999
Wright St,0.4271,1999
Georgia So,0.4265,1999
Towson,0.425,1999
Sam Houston,0.4249,1999
Wis-Milwaukee,0.4248,1999
TX-Arlington,0.4247,1999
Campbell,0.4231,1999
Florida A&M,0.4224,1999
Alabama St,0.4196,1999
Columbia,0.4196,1999
Nevada,0.4179,1999
UNC Asheville,0.4177,1999
Troy St,0.4176,1999
Western Car,0.4172,1999
Duquesne,0.4154,1999
IUPUI,0.4148,1999
Mercer,0.4121,1999
Idaho St,0.4118,1999
Missouri-KC,0.4117,1999
Denver,0.4116,1999
Northern Ill,0.4105,1999
Buffalo,0.4096,1999
American,0.4094,1999
TX-Pan American,0.4086,1999
MD-East Shore,0.4084,1999
Florida Atl,0.4066,1999
UNC Greensboro,0.4062,1999
Hampton,0.4061,1999
San Diego St,0.4038,1999
Tenn-Martin,0.4036,1999
Jacksonville St,0.4018,1999
Texas Southern,0.4016,1999
Monmouth,0.4009,1999
UC Irvine,0.3975,1999
Army,0.3949,1999
The Citadel,0.3945,1999
Manhattan,0.3933,1999
William & Mary,0.3909,1999
SE Louisiana,0.388,1999
Holy Cross,0.3863,1999
Chicago St,0.3838,1999
Sacramento St,0.3829,1999
New Hampshire,0.3811,1999
Grambling,0.3805,1999
Lehigh,0.3734,1999
Brown,0.3708,1999
Delaware St,0.3693,1999
Eastern Ky,0.3666,1999
Coastal Carolina,0.3661,1999
