team2,year,team1,round,seed1,score1,seed2,score2,score_diff,seed_diff,team1_sos,team1_osrs,team1_dsrs,team1_srs,team2_sos,team2_osrs,team2_dsrs,team2_srs
Louisiana-Lafayette,2004,North Carolina State,First Round,3,62,14,52,10,-11,10.61,7.39,11.06,18.45,0.42,6.46,-0.22,6.24
Dayton,2004,DePaul,First Round,7,76,10,69,7,-3,6.38,5.18,3.89,9.06,3.58,0.57,6.55,7.12
Virginia Commonwealth,2004,Wake Forest,First Round,4,79,13,78,1,-9,11.03,19.39,-0.94,18.45,-0.17,1.39,5.41,6.8
Liberty,2004,St. Joseph's,First Round,1,82,16,63,19,-15,4.97,11.01,9.03,20.03,-4.22,-2.83,-0.3,-3.12
Monmouth,2004,Mississippi State,First Round,2,80,15,70,10,-13,6.08,11.76,5.02,16.78,-5.65,-4.52,-0.31,-4.84
Arizona,2004,Seton Hall,First Round,8,80,9,76,4,-1,7.78,7.31,6.97,14.28,6.63,20.16,-4.87,15.29
Utah,2004,Boston College,First Round,6,58,11,51,7,-5,7.17,3.45,8.54,11.99,4.53,-2.72,14.09,11.37
Pacific,2004,Providence,First Round,5,58,12,66,-8,-7,8.21,6.6,8.27,14.87,0.95,1.26,4.51,5.76
Lehigh,2004,Florida A&M,Play-In,16,72,16,57,15,0,-7.94,1.06,-10.91,-9.85,-8.88,-6.58,-0.72,-7.3
Syracuse,2003,Kansas,National Championship,2,78,3,81,-3,-1,10.53,16.06,8.94,25.0,9.02,14.27,4.75,19.02
Kansas,2003,Marquette,Final Four,3,61,2,94,-33,1,7.28,12.3,3.98,16.28,10.53,16.06,8.94,25.0
Syracuse,2003,Texas,Final Four,1,84,3,95,-11,-2,9.28,14.32,4.6,18.91,9.02,14.27,4.75,19.02
Michigan State,2003,Texas,Elite Eight,1,85,7,76,9,-6,9.28,14.32,4.6,18.91,9.72,2.61,13.51,16.12
Marquette,2003,Kentucky,Elite Eight,1,69,3,83,-14,-2,9.33,11.98,10.49,22.47,7.28,12.3,3.98,16.28
Kansas,2003,Arizona,Elite Eight,1,75,2,78,-3,-1,8.95,18.2,5.22,23.42,10.53,16.06,8.94,25.0
Syracuse,2003,Oklahoma,Elite Eight,1,47,3,63,-16,-2,8.53,5.03,13.83,18.86,9.02,14.27,4.75,19.02
Pittsburgh,2003,Marquette,Sweet 16,3,77,2,74,3,1,7.28,12.3,3.98,16.28,5.79,7.46,14.04,21.49
Kansas,2003,Duke,Sweet 16,3,65,2,69,-4,1,8.37,14.87,4.98,19.86,10.53,16.06,8.94,25.0
Auburn,2003,Syracuse,Sweet 16,3,79,10,78,1,-7,9.02,14.27,4.75,19.02,8.35,5.02,7.66,12.68
Connecticut,2003,Texas,Sweet 16,1,82,5,78,4,-4,9.28,14.32,4.6,18.91,7.63,12.51,3.33,15.84
Michigan State,2003,Maryland,Sweet 16,6,58,7,60,-2,-1,7.56,13.93,6.62,20.56,9.72,2.61,13.51,16.12
Wisconsin,2003,Kentucky,Sweet 16,1,63,5,57,6,-4,9.33,11.98,10.49,22.47,6.51,3.91,13.56,17.48
Notre Dame,2003,Arizona,Sweet 16,1,88,5,71,17,-4,8.95,18.2,5.22,23.42,9.43,13.64,3.67,17.32
Butler,2003,Oklahoma,Sweet 16,1,65,12,54,11,-11,8.53,5.03,13.83,18.86,2.24,-0.54,9.65,9.11
Illinois,2003,Notre Dame,Second Round,5,68,4,60,8,1,9.43,13.64,3.67,17.32,6.76,9.7,10.12,19.83
Stanford,2003,Connecticut,Second Round,5,84,4,74,10,1,7.63,12.51,3.33,15.84,8.37,4.81,8.45,13.25
Tulsa,2003,Wisconsin,Second Round,5,61,13,60,1,-8,6.51,3.91,13.56,17.48,2.29,4.69,5.72,10.41
Florida,2003,Michigan State,Second Round,7,68,2,46,22,5,9.72,2.61,13.51,16.12,7.76,9.99,8.56,18.55
Pittsburgh,2003,Indiana,Second Round,7,52,2,74,-22,5,9.81,5.59,7.04,12.63,5.79,7.46,14.04,21.49
Purdue,2003,Texas,Second Round,1,77,9,67,10,-8,9.28,14.32,4.6,18.91,9.42,8.0,7.96,15.95
Xavier,2003,Maryland,Second Round,6,77,3,64,13,3,7.56,13.93,6.62,20.56,4.62,10.02,6.06,16.08
Utah,2003,Kentucky,Second Round,1,74,9,54,20,-8,9.33,11.98,10.49,22.47,5.25,-0.92,11.92,11.0
Gonzaga,2003,Arizona,Second Round,1,96,9,95,1,-8,8.95,18.2,5.22,23.42,3.8,9.79,2.47,12.26
Syracuse,2003,Oklahoma State,Second Round,6,56,3,68,-12,3,8.46,3.38,11.24,14.62,9.02,14.27,4.75,19.02
Wake Forest,2003,Auburn,Second Round,10,68,2,62,6,8,8.35,5.02,7.66,12.68,6.96,11.31,5.65,16.96
Kansas,2003,Arizona State,Second Round,10,76,2,108,-32,8,9.27,9.79,5.22,15.02,10.53,16.06,8.94,25.0
Duke,2003,Central Michigan,Second Round,11,80,3,86,-6,8,1.79,9.09,-2.37,6.72,8.37,14.87,4.98,19.86
California,2003,Oklahoma,Second Round,1,74,8,65,9,-7,8.53,5.03,13.83,18.86,7.58,6.1,5.68,11.78
Louisville,2003,Butler,Second Round,12,79,4,71,8,8,2.24,-0.54,9.65,9.11,6.84,17.19,2.62,19.81
Marquette,2003,Missouri,Second Round,6,92,3,101,-9,3,10.15,7.73,7.15,14.88,7.28,12.3,3.98,16.28
Gonzaga,2003,Cincinnati,First Round,8,69,9,74,-5,-1,7.45,1.17,11.73,12.9,3.8,9.79,2.47,12.26
Milwaukee,2003,Notre Dame,First Round,5,70,12,69,1,-7,9.43,13.64,3.67,17.32,0.81,8.04,-0.33,7.71
Arizona State,2003,Memphis,First Round,7,71,10,84,-13,-3,5.27,7.76,5.47,13.23,9.27,9.79,5.22,15.02
San Diego,2003,Stanford,First Round,4,77,13,69,8,-9,8.37,4.81,8.45,13.25,2.74,5.27,0.19,5.47
Brigham Young,2003,Connecticut,First Round,5,58,12,53,5,-7,7.63,12.51,3.33,15.84,5.29,4.22,9.42,13.64
Wagner,2003,Pittsburgh,First Round,2,67,15,62,5,-13,5.79,7.46,14.04,21.49,-6.48,0.73,-4.06,-3.32
Weber State,2003,Wisconsin,First Round,5,81,12,74,7,-7,6.51,3.91,13.56,17.48,-2.01,4.49,0.07,4.56
Utah State,2003,Kansas,First Round,2,64,15,61,3,-13,10.53,16.06,8.94,25.0,-1.43,-3.34,7.49,4.16
Colorado,2003,Michigan State,First Round,7,79,10,64,15,-3,9.72,2.61,13.51,16.12,8.01,9.09,3.73,12.83
Sam Houston State,2003,Florida,First Round,2,85,15,55,30,-13,7.76,9.99,8.56,18.55,-6.86,-1.13,-0.52,-1.65
Holy Cross,2003,Marquette,First Round,3,72,14,68,4,-11,7.28,12.3,3.98,16.28,-5.38,-1.53,6.79,5.26
Alabama,2003,Indiana,First Round,7,67,10,62,5,-3,9.81,5.59,7.04,12.63,9.4,5.24,8.13,13.36
Colorado State,2003,Duke,First Round,3,67,14,57,10,-11,8.37,14.87,4.98,19.86,4.41,6.15,-0.77,5.38
Western Kentucky,2003,Illinois,First Round,4,65,13,60,5,-9,6.76,9.7,10.12,19.83,1.4,3.91,3.8,7.71
Troy,2003,Xavier,First Round,3,71,14,59,12,-11,4.62,10.02,6.06,16.08,-4.8,5.67,-2.82,2.86
Manhattan,2003,Syracuse,First Round,3,77,14,63,14,-11,9.02,14.27,4.75,19.02,-1.99,3.8,1.98,5.78
Austin Peay,2003,Louisville,First Round,4,86,13,64,22,-9,6.84,17.19,2.62,19.81,-1.98,-4.25,3.41,-0.84
UNC Asheville,2003,Texas,First Round,1,82,16,61,21,-15,9.28,14.32,4.6,18.91,-5.6,-1.06,-12.13,-13.19
UNC Wilmington,2003,Maryland,First Round,6,75,11,73,2,-5,7.56,13.93,6.62,20.56,-2.8,1.09,7.44,8.52
IUPUI,2003,Kentucky,First Round,1,95,16,64,31,-15,9.33,11.98,10.49,22.47,-1.8,-0.46,-1.97,-2.43
Tulsa,2003,Dayton,First Round,4,71,13,84,-13,-9,5.17,7.0,4.0,11.0,2.29,4.69,5.72,10.41
Vermont,2003,Arizona,First Round,1,80,16,51,29,-15,8.95,18.2,5.22,23.42,-4.85,-4.67,3.36,-1.32
Penn,2003,Oklahoma State,First Round,6,77,11,63,14,-5,8.46,3.38,11.24,14.62,-1.45,1.04,7.41,8.44
North Carolina State,2003,California,First Round,8,76,9,74,2,-1,7.58,6.1,5.68,11.78,7.57,5.77,5.99,11.76
Central Michigan,2003,Creighton,First Round,6,73,11,79,-6,-5,1.03,10.68,4.64,15.32,1.79,9.09,-2.37,6.72
South Carolina State,2003,Oklahoma,First Round,1,71,16,54,17,-15,8.53,5.03,13.83,18.86,-10.14,-1.39,-7.82,-9.2
East Tennessee State,2003,Wake Forest,First Round,2,76,15,73,3,-13,6.96,11.31,5.65,16.96,-2.94,6.53,-7.43,-0.9
Auburn,2003,St. Joseph's,First Round,7,63,10,65,-2,-3,3.71,2.32,12.29,14.61,8.35,5.02,7.66,12.68
Butler,2003,Mississippi State,First Round,5,46,12,47,-1,-7,8.01,3.99,13.66,17.65,2.24,-0.54,9.65,9.11
Purdue,2003,LSU,First Round,8,56,9,80,-24,-1,6.83,7.58,8.5,16.08,9.42,8.0,7.96,15.95
Utah,2003,Oregon,First Round,8,58,9,60,-2,-1,6.11,12.95,1.1,14.05,5.25,-0.92,11.92,11.0
Southern Illinois,2003,Missouri,First Round,6,72,11,71,1,-5,10.15,7.73,7.15,14.88,2.37,6.73,1.83,8.56
Texas Southern,2003,UNC Asheville,Play-In,16,92,16,84,8,0,-5.6,-1.06,-12.13,-13.19,-11.21,-2.95,-6.61,-9.56
Maryland,2002,Indiana,National Championship,5,52,1,64,-12,4,12.08,5.53,13.66,19.19,9.35,18.19,5.27,23.46
Oklahoma,2002,Indiana,Final Four,5,73,2,64,9,3,12.08,5.53,13.66,19.19,7.69,9.43,11.59,21.02
Kansas,2002,Maryland,Final Four,1,97,1,88,9,0,9.35,18.19,5.27,23.46,9.36,22.92,1.46,24.38
Kent State,2002,Indiana,Elite Eight,5,81,10,69,12,-5,12.08,5.53,13.66,19.19,2.1,5.71,7.97,13.67
Oregon,2002,Kansas,Elite Eight,1,104,2,86,18,-1,9.36,22.92,1.46,24.38,6.94,17.05,2.62,19.67
Connecticut,2002,Maryland,Elite Eight,1,90,2,82,8,-1,9.35,18.19,5.27,23.46,7.59,8.82,6.57,15.38
Oklahoma,2002,Missouri,Elite Eight,12,75,2,81,-6,10,6.8,11.56,2.66,14.22,7.69,9.43,11.59,21.02
Kent State,2002,Pittsburgh,Sweet 16,3,73,10,78,-5,-7,4.53,3.25,11.43,14.68,2.1,5.71,7.97,13.67
Illinois,2002,Kansas,Sweet 16,1,73,4,69,4,-3,9.36,22.92,1.46,24.38,9.94,10.91,8.3,19.2
Indiana,2002,Duke,Sweet 16,1,73,5,74,-1,-4,9.16,21.3,7.6,28.91,12.08,5.53,13.66,19.19
Connecticut,2002,Southern Illinois,Sweet 16,11,59,2,71,-12,9,1.66,6.37,3.41,9.77,7.59,8.82,6.57,15.38
Oregon,2002,Texas,Sweet 16,6,70,2,72,-2,4,9.98,11.33,2.98,14.32,6.94,17.05,2.62,19.67
Kentucky,2002,Maryland,Sweet 16,1,78,4,68,10,-3,9.35,18.19,5.27,23.46,11.99,9.73,9.43,19.15
Oklahoma,2002,Arizona,Sweet 16,3,67,2,88,-21,1,12.47,15.87,1.04,16.91,7.69,9.43,11.59,21.02
Missouri,2002,UCLA,Sweet 16,8,73,12,82,-9,-4,10.78,8.5,4.65,13.14,6.8,11.56,2.66,14.22
UCLA,2002,Cincinnati,Second Round,1,101,8,105,-4,-7,6.76,11.43,13.16,24.59,10.78,8.5,4.65,13.14
UNC Wilmington,2002,Indiana,Second Round,5,76,13,67,9,-8,12.08,5.53,13.66,19.19,-0.08,-1.99,8.15,6.17
Stanford,2002,Kansas,Second Round,1,86,8,63,23,-7,9.36,22.92,1.46,24.38,9.03,12.66,4.37,17.03
Oklahoma,2002,Xavier,Second Round,7,65,2,78,-13,5,4.1,4.59,9.32,13.91,7.69,9.43,11.59,21.02
Notre Dame,2002,Duke,Second Round,1,84,8,77,7,-7,9.16,21.3,7.6,28.91,6.14,11.07,4.61,15.67
Georgia,2002,Southern Illinois,Second Round,11,77,3,75,2,8,1.66,6.37,3.41,9.77,9.24,10.39,4.29,14.68
Alabama,2002,Kent State,Second Round,10,71,2,58,13,8,2.1,5.71,7.97,13.67,7.67,9.52,7.41,16.93
Mississippi State,2002,Texas,Second Round,6,68,3,64,4,3,9.98,11.33,2.98,14.32,7.34,7.38,7.04,14.43
Wisconsin,2002,Maryland,Second Round,1,87,8,57,30,-7,9.35,18.19,5.27,23.46,9.23,1.16,8.94,10.1
Pittsburgh,2002,California,Second Round,6,50,3,63,-13,3,7.45,4.3,8.79,13.08,4.53,3.25,11.43,14.68
Ohio State,2002,Missouri,Second Round,12,83,4,67,16,8,6.8,11.56,2.66,14.22,7.26,8.6,7.54,16.14
Arizona,2002,Wyoming,Second Round,11,60,3,68,-8,8,2.72,6.38,2.24,8.62,12.47,15.87,1.04,16.91
Connecticut,2002,North Carolina State,Second Round,7,74,2,77,-3,5,8.16,6.87,8.96,15.83,7.59,8.82,6.57,15.38
Kentucky,2002,Tulsa,Second Round,12,82,4,87,-5,8,2.3,10.81,1.85,12.67,11.99,9.73,9.43,19.15
Illinois,2002,Creighton,Second Round,12,60,4,72,-12,8,1.39,5.37,3.02,8.39,9.94,10.91,8.3,19.2
Oregon,2002,Wake Forest,Second Round,7,87,2,92,-5,5,10.28,14.28,0.98,15.25,6.94,17.05,2.62,19.67
Boston University,2002,Cincinnati,First Round,1,90,16,52,38,-15,6.76,11.43,13.16,24.59,-7.8,-5.48,0.8,-4.68
St. John's,2002,Wisconsin,First Round,8,80,9,70,10,-1,9.23,1.16,8.94,10.1,6.31,1.6,6.21,7.81
Hampton,2002,Connecticut,First Round,2,78,15,67,11,-13,7.59,8.82,6.57,15.38,-8.92,4.72,-5.13,-0.42
Central Connecticut State,2002,Pittsburgh,First Round,3,71,14,54,17,-11,4.53,3.25,11.43,14.68,-9.29,-6.16,5.05,-1.1
Charlotte,2002,Notre Dame,First Round,8,82,9,63,19,-1,6.14,11.07,4.61,15.67,8.69,7.56,6.06,13.62
Western Kentucky,2002,Stanford,First Round,8,84,9,68,16,-1,9.03,12.66,4.37,17.03,-0.27,5.75,4.71,10.46
Tulsa,2002,Marquette,First Round,5,69,12,71,-2,-7,4.78,4.38,12.79,17.17,2.3,10.81,1.85,12.67
Utah,2002,Indiana,First Round,5,75,12,56,19,-7,12.08,5.53,13.66,19.19,5.19,-0.69,11.37,10.69
Holy Cross,2002,Kansas,First Round,1,70,16,59,11,-15,9.36,22.92,1.46,24.38,-5.1,-10.29,8.67,-1.61
Creighton,2002,Florida,First Round,5,82,12,83,-1,-7,8.37,13.8,8.48,22.27,1.39,5.37,3.02,8.39
Hawaii,2002,Xavier,First Round,7,70,10,58,12,-3,4.1,4.59,9.32,13.91,1.15,1.21,8.61,9.82
Missouri,2002,Miami (Fla.),First Round,5,80,12,93,-13,-7,5.53,7.14,5.86,13.0,6.8,11.56,2.66,14.22
Wyoming,2002,Gonzaga,First Round,6,66,11,73,-7,-5,0.75,8.89,5.01,13.9,2.72,6.38,2.24,8.62
Winthrop,2002,Duke,First Round,1,84,16,37,47,-15,9.16,21.3,7.6,28.91,-8.2,-8.25,1.72,-6.53
San Diego State,2002,Illinois,First Round,4,93,13,64,29,-9,9.94,10.91,8.3,19.2,6.02,5.41,2.29,7.69
Florida Atlantic,2002,Alabama,First Round,2,86,15,78,8,-13,7.67,9.52,7.41,16.93,-5.32,-0.43,-3.51,-3.94
Boston College,2002,Texas,First Round,6,70,11,57,13,-5,9.98,11.33,2.98,14.32,5.92,6.91,2.04,8.96
Siena,2002,Maryland,First Round,1,85,16,70,15,-15,9.35,18.19,5.27,23.46,-3.71,-2.91,0.17,-2.74
Valparaiso,2002,Kentucky,First Round,4,83,13,68,15,-9,11.99,9.73,9.43,19.15,-1.24,5.38,4.01,9.39
Murray St.,2002,Georgia,First Round,3,85,14,68,17,-11,9.24,10.39,4.29,14.68,-1.91,3.79,-3.12,0.67
UC Santa Barbara,2002,Arizona,First Round,3,86,14,81,5,-11,12.47,15.87,1.04,16.91,-0.05,-1.81,7.36,5.55
Kent State,2002,Oklahoma State,First Round,7,61,10,69,-8,-3,6.81,2.62,11.78,14.4,2.1,5.71,7.97,13.67
Davidson,2002,Ohio State,First Round,4,69,13,64,5,-9,7.26,8.6,7.54,16.14,0.72,-4.84,5.45,0.61
Southern Illinois,2002,Texas Tech,First Round,6,68,11,76,-8,-5,7.22,10.66,4.06,14.72,1.66,6.37,3.41,9.77
Penn,2002,California,First Round,6,82,11,75,7,-5,7.45,4.3,8.79,13.08,-1.51,3.31,4.65,7.96
Illinois-Chicago,2002,Oklahoma,First Round,2,71,15,63,8,-13,7.69,9.43,11.59,21.02,1.43,2.15,-0.69,1.46
Mississippi,2002,UCLA,First Round,8,80,9,58,22,-1,10.78,8.5,4.65,13.14,6.86,4.5,9.11,13.62
Michigan State,2002,North Carolina State,First Round,7,69,10,58,11,-3,8.16,6.87,8.96,15.83,9.61,3.12,11.79,14.91
UNC Wilmington,2002,Southern California,First Round,4,89,13,93,-4,-9,8.31,9.9,6.59,16.49,-0.08,-1.99,8.15,6.17
Pepperdine,2002,Wake Forest,First Round,7,83,10,74,9,-3,10.28,14.28,0.98,15.25,3.36,11.12,-2.52,8.59
Montana,2002,Oregon,First Round,2,81,15,62,19,-13,6.94,17.05,2.62,19.67,-1.71,-1.39,-2.81,-4.19
McNeese State,2002,Mississippi State,First Round,3,70,14,58,12,-11,7.34,7.38,7.04,14.43,-5.79,-4.42,3.83,-0.59
Alcorn State,2002,Siena,Play-In,16,81,16,77,4,0,-3.71,-2.91,0.17,-2.74,-14.17,0.49,-11.77,-11.27
Duke,2001,Arizona,National Championship,2,72,1,82,-10,1,12.56,15.68,11.17,26.85,11.98,24.47,7.72,32.18
Maryland,2001,Duke,Final Four,1,95,3,84,11,-2,11.98,24.47,7.72,32.18,11.0,18.04,5.79,23.83
Michigan State,2001,Arizona,Final Four,2,80,1,61,19,1,12.56,15.68,11.17,26.85,9.54,11.25,13.87,25.12
Maryland,2001,Stanford,Elite Eight,1,73,3,87,-14,-2,9.86,15.27,10.5,25.77,11.0,18.04,5.79,23.83
Temple,2001,Michigan State,Elite Eight,1,69,11,62,7,-10,9.54,11.25,13.87,25.12,9.77,3.63,12.57,16.2
Southern California,2001,Duke,Elite Eight,1,79,6,69,10,-5,11.98,24.47,7.72,32.18,10.84,11.0,5.53,16.54
Arizona,2001,Illinois,Elite Eight,1,81,2,87,-6,-1,11.38,11.95,11.37,23.32,12.56,15.68,11.17,26.85
Cincinnati,2001,Stanford,Sweet 16,1,78,5,65,13,-4,9.86,15.27,10.5,25.77,7.85,6.57,9.62,16.19
Gonzaga,2001,Michigan State,Sweet 16,1,77,12,62,15,-11,9.54,11.25,13.87,25.12,0.32,12.17,0.4,12.57
UCLA,2001,Duke,Sweet 16,1,76,4,63,13,-3,11.98,24.47,7.72,32.18,12.07,13.69,3.44,17.13
Kansas,2001,Illinois,Sweet 16,1,80,4,64,16,-3,11.38,11.95,11.37,23.32,9.04,14.69,5.54,20.23
Georgetown,2001,Maryland,Sweet 16,3,76,10,66,10,-7,11.0,18.04,5.79,23.83,1.58,7.02,5.04,12.06
Penn State,2001,Temple,Sweet 16,11,84,7,72,12,4,9.77,3.63,12.57,16.2,10.55,13.03,-0.61,12.43
Kentucky,2001,Southern California,Sweet 16,6,80,2,76,4,4,10.84,11.0,5.53,16.54,11.12,13.9,6.42,20.32
Arizona,2001,Mississippi,Sweet 16,3,56,2,66,-10,1,9.24,2.84,12.26,15.1,12.56,15.68,11.17,26.85
Kent State,2001,Cincinnati,Second Round,5,66,13,43,23,-8,7.85,6.57,9.62,16.19,1.44,0.34,8.34,8.69
St. Joseph's,2001,Stanford,Second Round,1,90,9,83,7,-8,9.86,15.27,10.5,25.77,4.46,10.62,2.11,12.73
Mississippi,2001,Notre Dame,Second Round,6,56,3,59,-3,3,5.69,10.3,4.05,14.36,9.24,2.84,12.26,15.1
Kentucky,2001,Iowa,Second Round,7,79,2,92,-13,5,10.71,9.44,4.81,14.25,11.12,13.9,6.42,20.32
Fresno State,2001,Michigan State,Second Round,1,81,9,65,16,-8,9.54,11.25,13.87,25.12,5.13,13.08,2.56,15.65
Missouri,2001,Duke,Second Round,1,94,9,81,13,-8,11.98,24.47,7.72,32.18,9.2,7.85,2.91,10.76
Indiana State,2001,Gonzaga,Second Round,12,85,13,68,17,-1,0.32,12.17,0.4,12.57,2.51,4.56,2.41,6.97
Arizona,2001,Butler,Second Round,10,52,2,73,-21,8,3.98,1.17,11.38,12.55,12.56,15.68,11.17,26.85
Charlotte,2001,Illinois,Second Round,1,79,9,61,18,-8,11.38,11.95,11.37,23.32,7.91,11.63,2.62,14.24
Kansas,2001,Syracuse,Second Round,5,58,4,87,-29,1,5.82,4.83,6.32,11.15,9.04,14.69,5.54,20.23
UCLA,2001,Utah State,Second Round,12,50,4,75,-25,8,-1.48,-1.32,11.31,9.99,12.07,13.69,3.44,17.13
Florida,2001,Temple,Second Round,11,75,3,54,21,8,9.77,3.63,12.57,16.2,7.55,13.41,7.95,21.36
Maryland,2001,Georgia State,Second Round,11,60,3,79,-19,8,-3.72,6.59,-1.34,5.25,11.0,18.04,5.79,23.83
Hampton,2001,Georgetown,Second Round,10,76,15,57,19,-5,1.58,7.02,5.04,12.06,-10.6,2.25,-5.91,-3.66
Boston College,2001,Southern California,Second Round,6,74,3,71,3,3,10.84,11.0,5.53,16.54,5.19,10.71,7.28,17.99
North Carolina,2001,Penn State,Second Round,7,82,2,74,8,5,10.55,13.03,-0.61,12.43,11.77,12.84,7.12,19.95
Hampton,2001,Iowa State,First Round,2,57,15,58,-1,-13,4.87,9.99,5.91,15.9,-10.6,2.25,-5.91,-3.66
Brigham Young,2001,Cincinnati,First Round,5,84,12,59,25,-7,7.85,6.57,9.62,16.19,3.48,2.3,8.65,10.95
UNC Greensboro,2001,Stanford,First Round,1,89,16,60,29,-15,9.86,15.27,10.5,25.77,-5.85,-0.23,-4.79,-5.02
Xavier,2001,Notre Dame,First Round,6,83,11,71,12,-5,5.69,10.3,4.05,14.36,4.6,5.56,6.59,12.15
Kent State,2001,Indiana,First Round,4,73,13,77,-4,-9,11.05,5.87,11.71,17.58,1.44,0.34,8.34,8.69
Creighton,2001,Iowa,First Round,7,69,10,56,13,-3,10.71,9.44,4.81,14.25,3.01,3.67,8.74,12.41
Alabama State,2001,Michigan State,First Round,1,69,16,35,34,-15,9.54,11.25,13.87,25.12,-13.74,-11.39,2.4,-8.99
Western Kentucky,2001,Florida,First Round,3,69,14,56,13,-11,7.55,13.41,7.95,21.36,-1.63,1.41,7.28,8.69
Cal State Northridge,2001,Kansas,First Round,4,99,13,75,24,-9,9.04,14.69,5.54,20.23,0.25,10.38,-4.43,5.95
Monmouth,2001,Duke,First Round,1,95,16,52,43,-15,11.98,24.47,7.72,32.18,-8.86,-6.76,2.94,-3.82
Northwestern State,2001,Illinois,First Round,1,96,16,54,42,-15,11.38,11.95,11.37,23.32,-7.81,-3.77,-7.33,-11.1
Temple,2001,Texas,First Round,6,65,11,79,-14,-5,8.89,3.82,10.44,14.25,9.77,3.63,12.57,16.2
Hawaii,2001,Syracuse,First Round,5,79,12,69,10,-7,5.82,4.83,6.32,11.15,7.23,3.62,3.26,6.88
George Mason,2001,Maryland,First Round,3,83,14,80,3,-11,11.0,18.04,5.79,23.83,-0.35,1.84,3.28,5.12
St. Joseph's,2001,Georgia Tech,First Round,8,62,9,66,-4,-1,11.79,7.81,6.71,14.52,4.46,10.62,2.11,12.73
Holy Cross,2001,Kentucky,First Round,2,72,15,68,4,-13,11.12,13.9,6.42,20.32,-5.84,-7.05,6.74,-0.31
Missouri,2001,Georgia,First Round,8,68,9,70,-2,-1,12.75,6.9,5.82,12.72,9.2,7.85,2.91,10.76
Georgetown,2001,Arkansas,First Round,7,61,10,63,-2,-3,6.15,11.07,6.18,17.25,1.58,7.02,5.04,12.06
Eastern Illinois,2001,Arizona,First Round,2,101,15,76,25,-13,12.56,15.68,11.17,26.85,-2.45,8.34,-7.34,0.99
Utah State,2001,Ohio State,First Round,5,68,12,77,-9,-7,8.16,5.31,10.36,15.68,-1.48,-1.32,11.31,9.99
Gonzaga,2001,Virginia,First Round,5,85,12,86,-1,-7,8.73,16.17,2.77,18.93,0.32,12.17,0.4,12.57
Fresno State,2001,California,First Round,8,70,9,82,-12,-1,9.09,7.43,7.34,14.77,5.13,13.08,2.56,15.65
Georgia State,2001,Wisconsin,First Round,6,49,11,50,-1,-5,12.08,-5.24,20.14,14.91,-3.72,6.59,-1.34,5.25
Southern Utah,2001,Boston College,First Round,3,68,14,65,3,-11,5.19,10.71,7.28,17.99,-3.42,-0.86,3.88,3.01
Oklahoma State,2001,Southern California,First Round,6,69,11,54,15,-5,10.84,11.0,5.53,16.54,4.73,2.43,8.4,10.83
Hofstra,2001,UCLA,First Round,4,61,13,48,13,-9,12.07,13.69,3.44,17.13,-5.47,-2.55,7.66,5.12
Indiana State,2001,Oklahoma,First Round,4,68,13,70,-2,-9,5.5,5.73,9.83,15.56,2.51,4.56,2.41,6.97
Providence,2001,Penn State,First Round,7,69,10,59,10,-3,10.55,13.03,-0.61,12.43,5.44,6.75,7.0,13.74
Princeton,2001,North Carolina,First Round,2,70,15,48,22,-13,11.77,12.84,7.12,19.95,-1.88,-14.09,11.56,-2.53
Butler,2001,Wake Forest,First Round,7,63,10,79,-16,-3,10.5,9.36,11.17,20.53,3.98,1.17,11.38,12.55
Charlotte,2001,Tennessee,First Round,8,63,9,70,-7,-1,10.32,14.6,0.93,15.54,7.91,11.63,2.62,14.24
Iona,2001,Mississippi,First Round,3,72,14,70,2,-11,9.24,2.84,12.26,15.1,-4.1,4.53,-4.28,0.25
Northwestern State,2001,Winthrop,Play-In,16,67,16,71,-4,0,-7.8,-9.76,6.03,-3.73,-7.81,-3.77,-7.33,-11.1
Florida,2000,Michigan State,National Championship,1,89,5,76,13,-4,9.91,10.07,14.97,25.04,8.51,18.49,4.99,23.48
North Carolina,2000,Florida,Final Four,5,71,8,59,12,-3,8.51,18.49,4.99,23.48,11.8,10.32,6.68,17.0
Michigan State,2000,Wisconsin,Final Four,8,41,1,53,-12,7,12.5,-3.28,19.95,16.67,9.91,10.07,14.97,25.04
Oklahoma State,2000,Florida,Elite Eight,5,77,3,65,12,2,8.51,18.49,4.99,23.48,6.59,7.78,12.23,20.01
Iowa State,2000,Michigan State,Elite Eight,1,75,2,64,11,-1,9.91,10.07,14.97,25.04,7.14,10.55,8.54,19.09
Purdue,2000,Wisconsin,Elite Eight,8,64,6,60,4,2,12.5,-3.28,19.95,16.67,9.56,8.81,8.05,16.87
Tulsa,2000,North Carolina,Elite Eight,8,59,7,55,4,1,11.8,10.32,6.68,17.0,2.42,9.77,10.17,19.94
Syracuse,2000,Michigan State,Sweet 16,1,75,4,58,17,-3,9.91,10.07,14.97,25.04,6.2,10.1,7.57,17.67
Florida,2000,Duke,Sweet 16,1,78,5,87,-9,-4,8.88,22.65,2.9,25.55,8.51,18.49,4.99,23.48
Tulsa,2000,Miami (Fla.),Sweet 16,6,71,7,80,-9,-1,5.39,2.01,9.82,11.83,2.42,9.77,10.17,19.94
Gonzaga,2000,Purdue,Sweet 16,6,75,10,66,9,-4,9.56,8.81,8.05,16.87,4.64,11.05,5.33,16.38
